id,Random Forest Classification,Classification Tree,AdaBoost,kNN,Classification Tree,Ibra,Rattle Tree,Forrest,Gini Classification Tree,Random Forest Classification,kNN,Classification Tree
71459,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
42380,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair
61620,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional
41726,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
19149,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
37143,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional
7923,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
28857,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
26399,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
65959,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
57306,non functional,functional,functional,functional,functional,functional,functional,functional,non functional,non functional,functional,functional
67765,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
27941,non functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,non functional,non functional
35289,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
18215,non functional,functional,functional,functional,functional,non functional,non functional,non functional,functional,functional,functional,functional
26253,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
54529,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
31697,functional needs repair,non functional,non functional,functional,non functional,functional,functional needs repair,functional needs repair,non functional,non functional,non functional,non functional
8104,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
2807,functional,functional,functional,functional,functional,functional,non functional,non functional,functional,non functional,functional,functional
29453,functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,non functional,functional,non functional,non functional,non functional,functional needs repair
577,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional
68031,non functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,functional,functional,non functional,non functional,functional,functional needs repair
27825,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,non functional,functional
64576,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
58288,non functional,non functional,non functional,non functional,non functional,non functional,functional,functional,non functional,non functional,non functional,non functional
27431,non functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional,non functional,non functional
61285,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
46185,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
58575,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
69077,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32105,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
46471,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
54695,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
31802,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
71458,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
54972,functional,functional needs repair,non functional,functional,non functional,functional needs repair,functional,functional needs repair,functional,functional,functional,non functional
40108,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
50935,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32323,functional,functional,functional,functional,functional,functional,non functional,functional,functional needs repair,functional,functional,functional
16270,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional,non functional,functional,non functional
21122,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
54245,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
44043,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
608,functional,functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,functional,non functional
1283,functional,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,non functional,functional
25483,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
57055,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
57004,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional
62307,non functional,functional,functional,functional,functional,functional,non functional,non functional,functional,functional,functional,functional
50142,non functional,functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional,functional
22594,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42991,non functional,functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,functional,non functional
44179,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
15655,non functional,non functional,non functional,non functional,non functional,functional,functional,functional needs repair,functional,functional,non functional,non functional
39337,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
3217,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
26509,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
58943,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,functional needs repair,non functional
19539,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
64076,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
64488,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
568,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,non functional,functional
57564,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
62155,functional needs repair,functional,non functional,functional,non functional,non functional,non functional,functional,functional,functional,non functional,non functional
65321,functional needs repair,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
12001,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
31702,functional needs repair,functional needs repair,non functional,functional,non functional,functional,functional,functional needs repair,functional needs repair,non functional,non functional,non functional
38338,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
22078,non functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
32380,functional,functional,functional,functional,functional,functional,functional,functional needs repair,non functional,functional,non functional,functional
66965,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,non functional,non functional,functional,functional,functional needs repair,functional needs repair
25186,functional,non functional,non functional,functional,non functional,functional,functional,non functional,functional,functional,functional,non functional
50134,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional
53846,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
27464,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional
25121,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
21985,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
53515,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair,functional needs repair,functional,functional,functional
24453,functional,non functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
48251,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
16493,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
1804,non functional,functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional
5903,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
5491,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
57883,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional
15425,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
50451,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
74119,functional,functional,functional,non functional,functional,functional,functional,functional,functional needs repair,functional,non functional,functional
61753,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
23384,non functional,functional,functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional,functional
33853,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
67972,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,functional needs repair
44988,non functional,functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,functional needs repair,non functional
66534,functional,non functional,functional needs repair,non functional,functional needs repair,functional,functional,non functional,non functional,functional,functional,functional needs repair
28176,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
18379,non functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional
7680,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
25068,functional,functional,functional,non functional,functional,functional,non functional,non functional,functional,functional,functional,functional
51455,functional,functional,functional,functional,functional,non functional,non functional,functional,non functional,non functional,non functional,functional
17394,non functional,functional,functional,functional,functional,functional,functional,non functional,non functional,functional,functional needs repair,functional
25825,non functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
17651,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
72398,functional,functional,non functional,functional,non functional,functional,functional,functional needs repair,non functional,functional,functional,non functional
40844,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
1431,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
12617,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
40008,non functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
12049,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
27403,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
8601,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
54662,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,non functional,functional
19569,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
69251,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
70069,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,non functional,functional,non functional
34850,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
47036,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
1676,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
30504,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
68665,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
34456,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
22954,functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional,functional,non functional,non functional
24823,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
26825,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
49631,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
25989,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,functional
62641,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
28350,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
12806,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
14474,functional,functional,functional,non functional,functional,functional needs repair,functional,functional,functional,functional,non functional,functional
67458,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
21103,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
26165,functional needs repair,functional,functional,functional,functional,non functional,non functional,non functional,functional,non functional,non functional,functional
65119,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
12626,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
69907,non functional,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,non functional,functional
74049,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
44574,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
67258,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
16319,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
65094,functional,non functional,non functional,functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional
64187,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
68497,non functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
24069,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
21600,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
36077,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
46547,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
56060,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
34888,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
50961,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
39203,non functional,functional,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
68095,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
17316,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
48415,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional,functional,non functional,non functional,non functional,functional,functional needs repair
40834,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
24590,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
23552,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
68691,functional,functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
36218,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,functional,non functional
43983,non functional,non functional,functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional,functional
42921,functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional,non functional,functional needs repair,non functional
17778,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,non functional,functional
46927,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
36832,functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,non functional,functional,non functional
882,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
37687,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
39567,non functional,functional,functional needs repair,functional,functional needs repair,non functional,functional,functional needs repair,functional,non functional,functional,functional needs repair
23280,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
19928,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
8183,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
23944,non functional,functional,non functional,functional,non functional,functional,non functional,non functional,functional,functional,functional needs repair,non functional
47735,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
59882,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
57313,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
41790,non functional,functional,functional,non functional,functional,non functional,functional,non functional,functional,non functional,non functional,functional
25420,non functional,functional,functional,functional,functional,non functional,non functional,functional,functional,non functional,non functional,functional
42777,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,non functional,non functional
57605,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
68122,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
21932,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
52773,functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,non functional,functional,non functional
45868,non functional,non functional,functional,functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional
8319,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
69754,non functional,non functional,functional needs repair,functional,functional needs repair,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair
59411,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
47090,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional needs repair,functional,functional,functional
37380,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
59858,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional,non functional,non functional,functional needs repair,functional,non functional,functional needs repair
42633,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
26313,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
35112,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
8279,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
58083,non functional,functional,functional,non functional,functional,functional,functional,non functional,functional,non functional,functional,functional
53837,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42907,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
48626,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
14154,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
39773,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
56730,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
26776,functional,non functional,non functional,non functional,non functional,functional,non functional,functional needs repair,non functional,non functional,non functional,non functional
12858,functional,non functional,functional,functional,functional,non functional,non functional,non functional,non functional,non functional,functional,functional
45906,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
59171,non functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,functional
50830,functional needs repair,functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional,functional,functional
19033,non functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,non functional,non functional
43127,functional,non functional,non functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional
7278,functional,non functional,functional,non functional,functional,functional,functional,functional needs repair,functional,functional,non functional,functional
19109,non functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
9528,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
71598,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
55287,functional,non functional,non functional,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
24358,functional,non functional,non functional,functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional
61503,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
1960,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
66332,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
39978,functional,functional,functional,functional,functional,non functional,non functional,functional,functional,functional,functional,functional
44947,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
72144,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
30154,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
42395,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
9239,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
55411,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
51794,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
24024,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
29145,functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,functional,non functional
32464,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
3106,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
55498,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
63388,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
13159,non functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
29978,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
1164,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
24537,functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
47659,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,non functional,non functional,functional,non functional
37457,functional needs repair,functional,non functional,functional,non functional,functional,functional,functional needs repair,functional,functional,functional,non functional
37243,functional needs repair,functional,functional needs repair,functional,functional needs repair,functional,functional needs repair,non functional,functional,functional needs repair,functional,functional needs repair
55664,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32312,non functional,functional,functional,functional,functional,functional,non functional,functional,non functional,functional,functional,functional
35272,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair
22943,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
32413,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
60726,functional,non functional,non functional,functional,non functional,functional,functional,functional,functional,functional,non functional,non functional
28151,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
38586,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
1884,non functional,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional,functional
31322,non functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional
1207,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
35115,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
3509,non functional,non functional,functional needs repair,functional,functional needs repair,non functional,non functional,non functional,functional,non functional,functional,functional needs repair
21157,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,non functional,non functional,non functional
2478,functional needs repair,functional,non functional,non functional,non functional,functional,functional,functional,functional,functional,functional,non functional
69155,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
25200,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
63976,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
55421,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
48643,functional,non functional,non functional,non functional,non functional,functional,functional,functional,functional,functional,functional,non functional
39517,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
15070,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
55913,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
10329,non functional,non functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
67122,functional,non functional,non functional,functional,non functional,functional,functional,non functional,non functional,functional,functional,non functional
50043,functional,functional,functional,functional,functional,functional,non functional,non functional,non functional,non functional,functional,functional
20278,functional needs repair,functional,functional,functional,functional,non functional,functional,functional needs repair,functional needs repair,functional needs repair,functional,functional
37480,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
65638,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
45914,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional
15438,functional needs repair,functional,functional needs repair,non functional,functional needs repair,non functional,functional needs repair,functional needs repair,functional,non functional,functional needs repair,functional needs repair
73050,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional
53706,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
61325,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
57180,functional,functional,functional,non functional,functional,non functional,non functional,non functional,functional,functional,non functional,functional
